code,name
01.02.10.43.111.04,"SALMONELLA TYPHI ОБЩИЕ АНТИТЕЛА ИВД, НАБОР, РЕАКЦИЯ АГГЛЮТИНАЦИИ"
01.02.10.43.112,SARS КОРОНАВИРУС ИВД
01.02.10.43.112.01,"SARS КОРОНАВИРУС АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG) ИВД, НАБОР, ИММУНОФЛУОРЕСЦЕНТНЫЙ АНАЛИЗ"
01.02.10.43.112.02,"SARS КОРОНАВИРУС АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН М (IGM) ИВД, НАБОР, ИММУНОФЛУОРЕСЦЕНТНЫЙ АНАЛИЗ"
01.02.10.43.112.03,"SARS КОРОНАВИРУС АНТИТЕЛА ИММУНОГЛОБУЛИН А (IGA)/IGG/IGM ИВД, НАБОР, ИММУНОХРОМАТОГРАФИЧЕСКИЙ АНАЛИЗ, ЭКСПРЕСС-АНАЛИЗ"
01.02.10.43.112.04,"SARS КОРОНАВИРУС АНТИТЕЛА КЛАССОВ ИММУНОГЛОБУЛИН А (IGА)/IGG/IGM ИВД, РЕАГЕНТ"
01.02.10.43.112.05,"SARS КОРОНАВИРУС НУКЛЕИНОВАЯ КИСЛОТА ИВД, НАБОР, АНАЛИЗ НУКЛЕИНОВЫХ КИСЛОТ"
01.02.10.43.112.06,"SARS КОРОНАВИРУС АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН М (IGM) ИВД,РЕАГЕНТ"
01.02.10.43.113,SCHISTOSOMA MANSONI АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG) ИВД
01.02.10.43.113.01,"SCHISTOSOMA MANSONI АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG) ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.114,SCL-70 АНТИТЕЛА ИВД
01.02.10.43.114.01,"SCL-70 АНТИТЕЛА ИВД НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.114.02,"SCL-70 АНТИТЕЛА ИВД НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА) (ОТКРЫТЫЕ СИСТЕМЫ)"
01.02.10.43.115,SM/RNP АНТИТЕЛА ИВД
01.02.10.43.115.01,"SM/RNP АНТИТЕЛА ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.115.02,"SM/RNP АНТИТЕЛА ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА) (ОТКРЫТЫЕ СИСТЕМЫ)"
01.02.10.43.116,SPIROCHETE КРАСИТЕЛЬ ИВД
01.02.10.43.116.01,"SPIROCHETE КРАСИТЕЛЬ ИВД, НАБОР"
01.02.10.43.117,SSA/RO АНТИТЕЛА (АНТИТЕЛА ШЕГРЕНА) ИВД
01.02.10.43.117.01,"SSA/RO АНТИТЕЛА (АНТИТЕЛА ШЕГРЕНА) ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.117.02,"SSA/RO АНТИТЕЛА (АНТИТЕЛА ШЕГРЕНА) ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА) (ОТКРЫТЫЕ СИСТЕМЫ)"
01.02.10.43.118,SSB/LA АНТИТЕЛА (АНТИТЕЛА ШЕГРЕНА) ИВД
01.02.10.43.118.01,"SSB/LA АНТИТЕЛА (АНТИТЕЛА ШЕГРЕНА) ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.118.02,"SSB/LA АНТИТЕЛА (АНТИТЕЛА ШЕГРЕНА) ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА) (ОТКРЫТЫЕ СИСТЕМЫ)"
01.02.10.43.119,STAPHYLOCOCCUS AUREUS МНОЖЕСТВЕННЫЕ АНТИГЕНЫ ЭНТЕРОТОКСИНА ИВД
01.02.10.43.119.01,"STAPHYLOCOCCUS AUREUS МНОЖЕСТВЕННЫЕ АНТИГЕНЫ ЭНТЕРОТОКСИНА ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.12,МАТЕРИАЛЫ ДЛЯ ФИЛЬТРАЦИИ
01.02.10.43.120,STREPTOCOCCUS PNEUMONIAE НУКЛЕИНОВАЯ КИСЛОТА ИВД
01.02.10.43.120.01,"STREPTOCOCCUS PNEUMONIAE НУКЛЕИНОВАЯ КИСЛОТА ИВД, НАБОР, АНАЛИЗ НУКЛЕИНОВЫХ КИСЛОТ"
01.02.10.43.121,TAENIA SOLIUM АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG) ИВД
01.02.10.43.121.01,"TAENIA SOLIUM АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG) ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.122,TOXOCARA CANIS АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG) ИВД
01.02.10.43.123,TOXOCARA АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG) ИВД
01.02.10.43.123.01,"TOXOCARA АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG) ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.124,TOXOPLASMA GONDII ИВД
01.02.10.43.124.01,"TOXOPLASMA GONDII АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG) ИВД, НАБОР, ИММУНОХЕМИЛЮМИНЕСЦЕНТНЫЙ АНАЛИЗ"
01.02.10.43.124.02,"TOXOPLASMA GONDII АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG) ИНДЕКС АВИДНОСТИ ИВД, НАБОР, ИММУНОХЕМИЛЮМИНЕСЦЕНТНЫЙ АНАЛИЗ"
01.02.10.43.124.03,"TOXOPLASMA GONDII АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН M (IGM) ИВД, НАБОР, ИММУНОХЕМИЛЮМИНЕСЦЕНТНЫЙ АНАЛИЗ"
01.02.10.43.124.04,"TOXOPLASMA GONDII ОБЩИЕ АНТИТЕЛА ИВД, НАБОР, ИММУНОФЛУОРЕСЦЕНТНЫЙ АНАЛИЗ"
01.02.10.43.124.05,"TOXOPLASMA GONDII АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG) ИВД, КАЛИБРАТОР"
01.02.10.43.124.06,"TOXOPLASMA GONDII АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG) ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.124.07,"TOXOPLASMA GONDII АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG) ИВД, КОНТРОЛЬНЫЙ МАТЕРИАЛ"
01.02.10.43.124.08,"TOXOPLASMA GONDII АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG) ИВД, НАБОР, ИММУНОФЛУОРЕСЦЕНТНЫЙ АНАЛИЗ"
01.02.10.43.124.09,"TOXOPLASMA GONDII ОБЩИЕ АНТИТЕЛА ИВД, НАБОР, РЕАКЦИЯ АГГЛЮТИНАЦИИ"
01.02.10.43.124.10,"TOXOPLASMA GONDII АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG) ИВД, РЕАГЕНТ"
01.02.10.43.124.11,"TOXOPLASMA GONDII НУКЛЕИНОВАЯ КИСЛОТА ИВД, НАБОР, АНАЛИЗ НУКЛЕИНОВЫХ КИСЛОТ"
01.02.10.43.124.12,"TOXOPLASMA GONDII АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН M (IGM) ИВД, КАЛИБРАТОР"
01.02.10.43.124.13,"TOXOPLASMA GONDII АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН M (IGM) ИВД, РЕАГЕНТ"
01.02.10.43.124.14,"TOXOPLASMA GONDII АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН M (IGM) ИВД, КОНТРОЛЬНЫЙ МАТЕРИАЛ"
01.02.10.43.124.15,"TOXOPLASMA GONDII ОБЩИЕ АНТИТЕЛА ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.124.16,"TOXOPLASMA GONDII АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН M (IGM) ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.124.17,"TOXOPLASMA GONDII АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН M (IGM) ИВД, НАБОР, ИММУНОФЛУОРЕСЦЕНТНЫЙ АНАЛИЗ"
01.02.10.43.124.18,"TOXOPLASMA GONDII АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН А (IGA) ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.124.19,"TOXOPLASMA GONDII ИНДЕКС АВИДНОСТИ АНТИТЕЛ КЛАССА ИММУНОГЛОБУЛИН G (IGG) ИВД, КОНТРОЛЬНЫЙ МАТЕРИАЛ"
01.02.10.43.124.20,"TOXOPLASMA GONDII ИНДЕКС АВИДНОСТИ АНТИТЕЛ КЛАССА ИММУНОГЛОБУЛИН G (IGG) ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.124.21,"TOXOPLASMA GONDII АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG)/IGM ИВД, КАЛИБРАТОР"
01.02.10.43.125,TREPONEMA PALLIDUM ИВД
01.02.10.43.125.01,"TREPONEMA PALLIDUM ОБЩИЕ АНТИТЕЛА ИВД, НАБОР, ИММУНОХЕМИЛЮМИНЕСЦЕНТНЫЙ АНАЛИЗ"
01.02.10.43.125.02,"TREPONEMA PALLIDUM ОБЩИЕ АНТИТЕЛА ИВД, КОНТРОЛЬНЫЙ МАТЕРИАЛ"
01.02.10.43.125.03,"TREPONEMA PALLIDUM АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG) ИВД, НАБОР, ИММУНОФЛУОРЕСЦЕНТНЫЙ АНАЛИЗ"
01.02.10.43.125.04,"TREPONEMA PALLIDUM ОБЩИЕ АНТИТЕЛА ИВД, НАБОР, ИММУНОБЛОТ"
01.02.10.43.125.05,"TREPONEMA PALLIDUM ОБЩИЕ АНТИТЕЛА ИВД, КОНТРОЛЬНЫЙ МАТЕРИАЛ (ОТКРЫТЫЕ СИСТЕМЫ)"
01.02.10.43.125.06,"TREPONEMA PALLIDUM АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG) ИВД, КОНТРОЛЬНЫЙ МАТЕРИАЛ"
01.02.10.43.125.07,"TREPONEMA PALLIDUM АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG)/IGM ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.125.08,"TREPONEMA PALLIDUM АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG) ИВД, КАЛИБРАТОР"
01.02.10.43.125.09,"TREPONEMA PALLIDUM АНТИГЕНЫ ИВД, НАБОР, ИММУНОХРОМАТОГРАФИЧЕСКИЙ АНАЛИЗ, ЭКСПРЕСС-АНАЛИЗ"
01.02.10.43.125.10,"TREPONEMA PALLIDUM АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG) ИВД, РЕАГЕНТ"
01.02.10.43.125.11,"TREPONEMA PALLIDUM ОБЩИЕ АНТИТЕЛА ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.125.12,"TREPONEMA PALLIDUM РЕАГИНОВЫЕ АНТИТЕЛА ИВД, КОНТРОЛЬНЫЙ МАТЕРИАЛ"
01.02.10.43.125.13,"TREPONEMA PALLIDUM АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН M (IGM) ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.125.14,"TREPONEMA PALLIDUM АНТИГЕНЫ ИВД, РЕАГЕНТ"
01.02.10.43.125.15,"TREPONEMA PALLIDUM АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG) ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.125.16,"TREPONEMA PALLIDUM АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН M (IGM) ИВД, КАЛИБРАТОР"
01.02.10.43.125.17,"TREPONEMA PALLIDUM АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН M (IGM) ИВД, КОНТРОЛЬНЫЙ МАТЕРИАЛ"
01.02.10.43.125.18,"TREPONEMA PALLIDUM АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН M (IGM) ИВД, РЕАГЕНТ"
01.02.10.43.125.19,"TREPONEMA PALLIDUM НУКЛЕИНОВАЯ КИСЛОТА ИВД, НАБОР, АНАЛИЗ НУКЛЕИНОВЫХ КИСЛОТ"
01.02.10.43.125.20,"TREPONEMA PALLIDUM ОБЩИЕ АНТИТЕЛА ИВД, КАЛИБРАТОР"
01.02.10.43.125.21,"TREPONEMA PALLIDUM ОБЩИЕ АНТИТЕЛА ИВД, НАБОР, РЕАКЦИЯ АГГЛЮТИНАЦИИ"
01.02.10.43.125.22,"TREPONEMA PALLIDUM ОБЩИЕ АНТИТЕЛА ИВД, НАБОР, ИММУНОХРОМАТОГРАФИЧЕСКИЙ АНАЛИЗ, ЭКСПРЕСС-АНАЛИЗ"
01.02.10.43.125.23,"TREPONEMA PALLIDUM ОБЩИЕ АНТИТЕЛА ИВД, РЕАГЕНТ"
01.02.10.43.125.24,"TREPONEMA PALLIDUM РЕАГИНОВЫЕ АНТИТЕЛА ИВД, РЕАГЕНТ"
01.02.10.43.125.25,"TREPONEMA PALLIDUM РЕАГИНОВЫЕ АНТИТЕЛА ИВД, НАБОР, РЕАКЦИЯ АГГЛЮТИНАЦИИ"
01.02.10.43.125.26,"TREPONEMA PALLIDUM АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН M (IGM) ИВД, НАБОР, ИММУНОФЛУОРЕСЦЕНТНЫЙ АНАЛИЗ"
01.02.10.43.125.27,"TREPONEMA PALLIDUM ОБЩИЕ АНТИТЕЛА ИВД, НАБОР, ИММУНОХЕМИЛЮМИНЕСЦЕНТНЫЙ АНАЛИЗ (ОТКРЫТЫЕ СИСТЕМЫ)"
01.02.10.43.126,TRICHINELLA SPIRALIS АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН M (IGM) ИВД
01.02.10.43.126.01,"TRICHINELLA SPIRALIS АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG) ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.126.02,"TRICHINELLA SPIRALIS АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН M (IGM) ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.127,TRICHOMONAS VAGINALIS ИВД
01.02.10.43.127.01,"TRICHOMONAS VAGINALIS АНТИГЕНЫ ИВД, НАБОР, РЕАКЦИЯ ИММУНОФЛУОРЕСЦЕНЦИИ"
01.02.10.43.127.02,"TRICHOMONAS VAGINALIS АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG) ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.127.03,"TRICHOMONAS VAGINALIS АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН А (IGA) ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.127.04,"TRICHOMONAS VAGINALIS НУКЛЕИНОВАЯ КИСЛОТА ИВД, НАБОР, АНАЛИЗ НУКЛЕИНОВЫХ КИСЛОТ"
01.02.10.43.127.05,"TRICHOMONAS VAGINALIS АНТИГЕНЫ ИВД, РЕАГЕНТ"
01.02.10.43.128,TRYPANOSOMA CRUZI АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG)/IGM ИВД
01.02.10.43.128.01,"TRYPANOSOMA CRUZI АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG) ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.128.02,"TRYPANOSOMA CRUZI АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG)/IGM ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.129,U1-RNP АНТИТЕЛА ИВД
01.02.10.43.129.01,"U1-RNP АНТИТЕЛА ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.13,БУМАГА ИНДИКАТОРНАЯ УНИВЕРСАЛЬНАЯ ДЛЯ ОЦЕНКИ ЗНАЧЕНИЯ РН РАСТВОРОВ
01.02.10.43.130,UREAPLASMA UREALYTICUM ИВД
01.02.10.43.130.01,"UREAPLASMA UREALYTICUM АНТИГЕНЫ ИВД, НАБОР, РЕАКЦИЯ ИММУНОФЛУОРЕСЦЕНЦИИ"
01.02.10.43.130.02,"UREAPLASMA UREALYTICUM АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН A (IGA) ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.130.03,"UREAPLASMA UREALYTICUM АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН A (IGA)/(IGG) ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.130.04,"UREAPLASMA UREALYTICUM АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG) ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.130.05,"UREAPLASMA UREALYTICUM АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG) ИВД, РЕАГЕНТ"
01.02.10.43.130.06,"UREAPLASMA UREALYTICUM АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН M (IGM) ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.130.07,"UREAPLASMA UREALYTICUM АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН M (IGM) ИВД, РЕАГЕНТ"
01.02.10.43.130.08,"UREAPLASMA UREALYTICUM НУКЛЕИНОВАЯ КИСЛОТА ИВД, НАБОР, АНАЛИЗ НУКЛЕИНОВЫХ КИСЛОТ"
01.02.10.43.131,VIBRIO CHOLERAE ИВД
01.02.10.43.131.01,"VIBRIO CHOLERAE АНТИГЕНЫ МНОЖЕСТВЕННЫХ СЕРОТИПОВ ИВД, НАБОР, ПРЯМОЙ ФЛУОРЕСЦЕНТНЫЙ АНАЛИЗ"
01.02.10.43.131.02,"VIBRIO CHOLERAE АНТИГЕНЫ МНОЖЕСТВЕННЫХ СЕРОТИПОВ ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.131.03,"VIBRIO CHOLERAE НУКЛЕИНОВАЯ КИСЛОТА ЭНТЕРОТОКСИНА ИВД, НАБОР, АНАЛИЗ НУКЛЕИНОВЫХ КИСЛОТ"
01.02.10.43.131.04,"VIBRIO CHOLERAE АНТИГЕНЫ МНОЖЕСТВЕННЫХ СЕРОТИПОВ ИВД, НАБОР, РЕАКЦИЯ АГГЛЮТИНАЦИИ"
01.02.10.43.131.05,"VIBRIO CHOLERAE АНТИГЕНЫ МНОЖЕСТВЕННЫХ СЕРОТИПОВ ИВД, НАБОР, ИММУНОХРОМАТОГРАФИЧЕСКИЙ АНАЛИЗ, ЭКСПРЕСС-АНАЛИЗ"
01.02.10.43.131.06,"VIBRIO CHOLERAE АНТИГЕНЫ МНОЖЕСТВЕННЫХ СЕРОТИПОВ ИВД, РЕАГЕНТ"
01.02.10.43.132,YERSINIA ENTEROCOLITICA АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН ИВД
01.02.10.43.132.01,"YERSINIA ENTEROCOLITICA АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН А (IGA) ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.132.02,"YERSINIA ENTEROCOLITICA АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG)/IGA ИВД, КОНТРОЛЬНЫЙ МАТЕРИАЛ"
01.02.10.43.132.03,"YERSINIA ENTEROCOLITICA АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН A (IGA) ИВД, КОНТРОЛЬНЫЙ МАТЕРИАЛ"
01.02.10.43.132.04,"YERSINIA ENTEROCOLITICA АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН M (IGM) ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.132.05,"YERSINIA ENTEROCOLITICA АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG) ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.132.06,"YERSINIA ENTEROCOLITICA АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG) ИВД, КОНТРОЛЬНЫЙ МАТЕРИАЛ"
01.02.10.43.133,YERSINIA PESTIS НУКЛЕИНОВАЯ КИСЛОТА ИВД
01.02.10.43.133.01,"YERSINIA PESTIS НУКЛЕИНОВАЯ КИСЛОТА ИВД, НАБОР, АНАЛИЗ НУКЛЕИНОВЫХ КИСЛОТ"
01.02.10.43.133.02,"YERSINIA PESTIS/ BACILLUS ANTHRACIS/ FRANCISELLA TULARENSIS НУКЛЕИНОВЫЕ КИСЛОТЫ ИВД, НАБОР, АНАЛИЗ НУКЛЕИНОВЫХ КИСЛОТ"
01.02.10.43.134,YERSINIA PSEUDOTUBERCULOSIS АНТИГЕНЫ ИВД
01.02.10.43.134.01,"YERSINIA PSEUDOTUBERCULOSIS АНТИГЕНЫ ИВД, НАБОР, АГГЛЮТИНАЦИЯ"
01.02.10.43.134.02,"YERSINIA PSEUDOTUBERCULOSIS АНТИГЕНЫ ИВД, РЕАГЕНТ"
01.02.10.43.135,АГАР ПИТАТЕЛЬНАЯ СРЕДА ИВД
01.02.10.43.135.01,АГАР BIGGY ДЛЯ CANDIDA SPP. ПИТАТЕЛЬНАЯ СРЕДА ИВД
01.02.10.43.135.02,АГАР ДЛЯ AEROMONAS SPP. ПИТАТЕЛЬНАЯ СРЕДА ИВД
01.02.10.43.135.03,АГАР ДЛЯ BORDETELLA SPP. ПИТАТЕЛЬНАЯ СРЕДА ИВД
01.02.10.43.135.04,"АГАР ДЛЯ CANDIDA SPP. ПИТАТЕЛЬНАЯ СРЕДА ИВД, ХРОМОГЕННАЯ"
01.02.10.43.135.05,"АГАР ДЛЯ CLOSTRIDIUM SPP. ПИТАТЕЛЬНАЯ СРЕДА ИВД, БАЗОВАЯ"
01.02.10.43.135.06,АГАР ДЛЯ ENTEROBACTERIACEAE ПИТАТЕЛЬНАЯ СРЕДА ИВД
01.02.10.43.135.07,АГАР ДЛЯ ESCHERICHIA COLI ПИТАТЕЛЬНАЯ СРЕДА ИВД
01.02.10.43.135.08,АГАР ДЛЯ LISTERIA SPP. ПИТАТЕЛЬНАЯ СРЕДА ИВД
01.02.10.43.135.09,АГАР ДЛЯ MYCOPLASMA SPP. ПИТАТЕЛЬНАЯ СРЕДА ИВД
01.02.10.43.135.10,"АГАР ДЛЯ NEISERRIA SPP. ПИТАТЕЛЬНАЯ СРЕДА ИВД, БАЗОВАЯ"
01.02.10.43.135.11,АГАР ДЛЯ PSEUDOMONAS AERUGENOSA ПИТАТЕЛЬНАЯ СРЕДА ИВД
01.02.10.43.135.12,АГАР ДЛЯ SALMONELLA/SHIGELLA SPP. ПИТАТЕЛЬНАЯ СРЕДА ИВД
01.02.10.43.135.13,"АГАР ДЛЯ STREPTOCOCCUS ГРУППЫ В ПИТАТЕЛЬНАЯ СРЕДА ИВД, БАЗОВАЯ"
01.02.10.43.135.14,"АГАР ДЛЯ STREPTOCOCCUS ГРУППЫ В ПИТАТЕЛЬНАЯ СРЕДА ИВД, ХРОМОГЕННАЯ"
01.02.10.43.135.15,"АГАР ДЛЯ АНАЭРОБНЫХ МИКРООРГАНИЗМОВ ПИТАТЕЛЬНАЯ СРЕДА ИВД, КРОВЯНОЙ"
01.02.10.43.135.16,"АГАР ДЛЯ МЕТИЦИЛЛИН-РЕЗИСТЕНТНОГО STAPHYLOCOCCUS AUREUS ПИТАТЕЛЬНАЯ СРЕДА ИВД, ХРОМОГЕННАЯ"
01.02.10.43.135.17,"АГАР ДЛЯ МИКРООРГАНИЗМОВ МОЧЕВЫВОДЯЩИХ ПУТЕЙ ПИТАТЕЛЬНАЯ СРЕДА ИВД, БАЗОВАЯ"
01.02.10.43.135.18,"АГАР ДЛЯ МИКРООРГАНИЗМОВ МОЧЕВЫВОДЯЩИХ ПУТЕЙ ПИТАТЕЛЬНАЯ СРЕДА ИВД, ХРОМОГЕННАЯ"
01.02.10.43.135.19,АГАР ДЛЯ ОПРЕДЕЛЕНИЯ ПОДВИЖНОСТИ ПИТАТЕЛЬНАЯ СРЕДА ИВД
01.02.10.43.135.20,АГАР КЛИГЛЕРА С ЖЕЛЕЗОМ ДЛЯ ENTEROBACTERIACEAE ПИТАТЕЛЬНАЯ СРЕДА ИВД
01.02.10.43.135.21,АГАР ЛЕВЕНШТЕЙНА-ЙЕНСЕНА ДЛЯ MYCOBACTERIUM SPP. ПИТАТЕЛЬНАЯ СРЕДА ИВД
01.02.10.43.135.22,АГАР С БРОМКРЕЗОЛОВЫМ ФИОЛЕТОВЫМ ПИТАТЕЛЬНАЯ СРЕДА ИВД
01.02.10.43.135.23,"АГАР МАККОНКИ ПИТАТЕЛЬНАЯ СРЕДА ИВД, С КРИСТАЛЛИЧЕСКИМ ФИОЛЕТОВЫМ"
01.02.10.43.135.24,АГАР МАККОНКИ С СОРБИТОЛОМ ДЛЯ E.COLI ПИТАТЕЛЬНАЯ СРЕДА ИВД
01.02.10.43.135.25,АГАР ПРЕСТОНА ДЛЯ CAMPYLOBACTER SPP. ПИТАТЕЛЬНАЯ СРЕДА ИВД
01.02.10.43.135.26,"АГАР С ГЛИЦИНОМ, ВАНКОМИЦИНОМ, ПОЛИМИКСИНОМ И ЦИКЛОГЕКСИМИДОМ ДЛЯ LEGIONELLA SPP. ПИТАТЕЛЬНАЯ СРЕДА ИВД"
01.02.10.43.135.27,АГАР С ДНКАЗОЙ ДЛЯ STAPHYLOCOCCUS ПИТАТЕЛЬНАЯ СРЕДА ИВД
01.02.10.43.135.28,АГАР С ЖЕЛЧЬ-ЭСКУЛИНОМ ДЛЯ ENTEROCOCCUS SPP. ПИТАТЕЛЬНАЯ СРЕДА ИВД
